Date,Minimum temperature (C),Maximum temperature (C),Rainfall (mm),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,Temperature (C) 9am,Relative humidity (%) 9am,Cloud amount (oktas) 9am,Wind direction 9am,Wind speed (km/h) 9am,MSL pressure (hPa) 9am,Temperature (C) 3pm,Relative humidity (%) 3pm,Cloud amount (oktas) 3pm,Wind direction 3pm,Wind speed (km/h) 3pm,MSL pressure (hPa) 3pm,Rainfall Tomorrow (mm),Rain Tomorrow,Season,Temperature delta,Relative humidity delta,Cloud amount delta,Wind speed delta,MSL pressure delta,Temperature range
2017-09-3,1.0,23.5,0.0,NW,69.0,779.0,8.7,76,8.0,N,9,1012.4,21.7,26.0,4.0,NNW,33,1003.7,0.0,False,SPRING,-13.0,50.0,4.0,-24,8.7,22.5
2017-09-4,5.5,12.8,0.0,NW,72.0,829.0,10.5,55,0.0,NW,33,1009.0,7.6,76.0,7.0,W,26,1007.4,1.6,True,SPRING,2.9,-21.0,-7.0,7,1.6,7.3
2017-09-5,2.4,9.6,1.6,NW,65.0,669.0,5.6,73,8.0,WNW,37,1010.3,7.6,62.0,8.0,NW,43,1009.6,2.8,True,SPRING,-2.0,11.0,0.0,-6,0.7,7.2
2017-09-6,3.4,10.0,2.8,WNW,44.0,274.0,7.1,64,1.0,NW,30,1014.0,8.8,61.0,8.0,NW,24,1014.8,0.6,True,SPRING,-1.7,3.0,-7.0,6,-0.8,6.6
2017-09-7,4.8,13.0,0.6,W,46.0,917.0,9.6,67,8.0,WNW,20,1019.1,11.1,50.0,1.0,WNW,33,1017.4,0.0,False,SPRING,-1.5,17.0,7.0,-13,1.7,8.2
2017-09-8,5.3,13.8,0.0,WNW,44.0,714.0,9.6,61,8.0,WNW,22,1017.9,12.5,39.0,0.0,WNW,35,1016.7,0.0,False,SPRING,-2.9,22.0,8.0,-13,1.2,8.5
2017-09-9,0.6,14.7,0.0,NW,33.0,956.0,8.3,57,0.0,NNW,7,1022.3,12.6,49.0,7.0,NW,19,1020.8,0.0,False,SPRING,-4.3,8.0,-7.0,-12,1.5,14.1
2017-09-10,-3.2,16.9,0.0,NNW,30.0,932.0,7.2,72,0.0,NNW,6,1023.6,15.9,35.0,0.0,NNW,20,1019.9,0.0,False,SPRING,-8.7,37.0,0.0,-14,3.7,20.1
2017-09-11,-2.4,19.9,0.0,WNW,35.0,824.0,7.3,71,0.0,SW,6,1020.6,18.4,40.0,4.0,NNW,19,1016.8,0.0,False,SPRING,-11.1,31.0,-4.0,-13,3.8,22.3
2017-09-12,3.6,23.8,0.0,NW,57.0,705.0,13.4,56,2.0,NE,6,1016.6,22.9,27.0,0.0,WNW,37,1011.3,0.0,False,SPRING,-9.5,29.0,2.0,-31,5.3,20.2
2017-09-13,8.4,22.5,0.0,NW,59.0,785.0,18.1,30,1.0,NNW,33,1006.6,15.8,48.0,6.0,WNW,28,1006.5,0.0,False,SPRING,2.3,-18.0,-5.0,5,0.1,14.1
2017-09-14,4.4,12.4,0.0,WNW,56.0,1318.0,7.2,55,1.0,WNW,28,1012.1,10.5,43.0,6.0,WNW,33,1013.3,0.0,False,SPRING,-3.3,12.0,-5.0,-5,-1.2,8.0
2017-09-15,7.0,13.6,0.0,WNW,52.0,836.0,11.0,70,8.0,NW,31,1019.6,11.5,60.0,8.0,WNW,31,1019.4,0.4,True,SPRING,-0.5,10.0,0.0,0,0.2,6.6
2017-09-16,8.0,14.9,0.4,WNW,57.0,752.0,10.5,70,4.0,WNW,33,1017.0,13.0,42.0,4.0,WNW,33,1018.0,0.4,True,SPRING,-2.5,28.0,0.0,0,-1.0,6.9
2017-09-17,-6.1,16.7,0.4,NW,28.0,848.0,6.5,59,0.0,SSE,4,1027.9,15.6,21.0,0.0,NNW,17,1023.7,0.0,False,SPRING,-9.1,38.0,0.0,-13,4.2,22.8
2017-09-18,-5.6,20.1,0.0,NW,54.0,706.0,7.2,56,0.0,W,6,1023.6,19.5,27.0,0.0,NW,30,1017.9,0.0,False,SPRING,-12.3,29.0,0.0,-24,5.7,25.7
2017-09-19,2.8,14.9,0.0,WNW,54.0,798.0,10.9,50,1.0,WNW,28,1016.7,13.9,37.0,0.0,WNW,33,1016.7,0.0,False,SPRING,-3.0,13.0,1.0,-5,0.0,12.1
2017-09-20,-4.1,18.2,0.0,N,33.0,928.0,6.7,60,0.0,NNW,6,1021.8,17.6,34.0,0.0,NNW,17,1016.9,0.0,False,SPRING,-10.9,26.0,0.0,-11,4.9,22.3
2017-09-21,-1.1,22.6,0.0,NNW,41.0,889.0,10.2,64,0.0,WNW,6,1018.1,21.2,24.0,0.0,NNW,30,1013.8,0.0,False,SPRING,-11.0,40.0,0.0,-24,4.3,23.7
2017-09-22,1.1,25.2,0.0,NNW,41.0,741.0,13.1,54,1.0,S,6,1015.9,24.8,16.0,0.0,NW,24,1012.1,0.0,False,SPRING,-11.7,38.0,1.0,-18,3.8,24.1
2017-09-23,1.3,30.2,0.0,NNW,61.0,735.0,17.3,36,0.0,NNW,9,1010.2,29.8,14.0,0.0,NNW,39,1001.7,0.0,False,SPRING,-12.5,22.0,0.0,-30,8.5,28.9
2017-09-24,12.7,21.4,0.0,WNW,80.0,875.0,14.6,54,8.0,NW,33,1007.1,19.6,27.0,1.0,WNW,39,1002.9,0.0,False,SPRING,-5.0,27.0,7.0,-6,4.2,8.7
2017-09-25,8.1,17.5,0.0,WNW,50.0,867.0,13.9,47,1.0,NW,24,1008.8,15.5,41.0,0.0,WNW,35,1008.9,0.0,False,SPRING,-1.6,6.0,1.0,-11,-0.1,9.4
2017-09-26,4.2,19.4,0.0,NNW,35.0,914.0,12.8,33,0.0,W,13,1016.7,19.1,26.0,0.0,NNW,22,1014.8,0.0,False,SPRING,-6.3,7.0,0.0,-9,1.9,15.2
2017-09-27,1.4,24.3,0.0,NNW,63.0,1372.0,10.6,71,0.0,E,7,1015.9,23.0,25.0,7.0,NW,13,1008.1,7.6,True,SPRING,-12.4,46.0,-7.0,-6,7.8,22.9
2017-09-28,10.4,20.3,7.6,NNW,61.0,41.0,17.2,49,2.0,WNW,24,1008.3,18.5,42.0,1.0,W,28,1008.8,0.0,False,SPRING,-1.3,7.0,1.0,-4,-0.5,9.9
2017-09-29,7.1,19.5,0.0,WNW,54.0,901.0,14.8,44,0.0,WNW,22,1016.1,17.7,32.0,2.0,WNW,33,1012.9,0.0,False,SPRING,-2.9,12.0,-2.0,-11,3.2,12.4
2017-09-30,10.0,17.9,0.0,WNW,72.0,654.0,13.2,43,0.0,W,37,1015.5,16.7,26.0,0.0,W,24,1016.3,0.0,False,SPRING,-3.5,17.0,0.0,13,-0.8,7.9
2017-10-1,-0.7,19.8,0.0,NNW,43.0,782.0,10.6,58,0.0,WNW,9,1022.2,18.4,38.0,0.0,NW,26,1018.6,0.0,False,SPRING,-7.8,20.0,0.0,-17,3.6,20.5
2017-10-2,1.7,22.5,0.0,NW,31.0,778.0,10.4,73,0.0,SE,7,1024.6,21.1,25.0,0.0,W,19,1021.3,0.0,False,SPRING,-10.7,48.0,0.0,-12,3.3,20.8
2017-10-3,4.5,25.0,0.0,NNW,37.0,782.0,10.8,95,8.0,N,9,1023.8,23.3,28.0,0.0,NW,24,1019.7,0.0,False,SPRING,-12.5,67.0,8.0,-15,4.1,20.5
2017-10-4,2.4,25.4,0.0,NNW,35.0,830.0,12.9,60,0.0,SSE,9,1022.8,23.7,23.0,0.0,NW,11,1018.7,0.0,False,SPRING,-10.8,37.0,0.0,-2,4.1,23.0
2017-10-5,8.3,26.6,0.0,NW,50.0,759.0,13.5,83,7.0,SSE,9,1018.4,23.5,35.0,8.0,NW,31,1013.3,0.2,True,SPRING,-10.0,48.0,-1.0,-22,5.1,18.3
2017-10-6,11.1,21.5,0.2,S,48.0,787.0,12.2,63,8.0,NW,11,1014.9,19.8,32.0,0.0,S,30,1015.8,0.2,True,SPRING,-7.6,31.0,8.0,-19,-0.9,10.4
2017-10-7,1.3,21.1,0.2,E,37.0,1149.0,10.1,57,6.0,SSE,15,1023.4,19.4,37.0,2.0,E,13,1019.9,0.0,False,SPRING,-9.3,20.0,4.0,2,3.5,19.8
2017-10-8,5.2,20.1,0.0,NNW,33.0,754.0,12.6,72,3.0,E,9,1018.9,18.2,56.0,8.0,NW,17,1015.6,12.8,True,SPRING,-5.6,16.0,-5.0,-8,3.3,14.9
2017-10-9,12.2,25.4,12.8,NW,56.0,858.0,16.3,88,8.0,NNE,11,1011.6,22.6,44.0,8.0,WNW,35,1008.9,0.0,False,SPRING,-6.3,44.0,0.0,-24,2.7,13.2
2017-10-10,4.5,22.7,0.0,NNW,28.0,712.0,11.6,84,7.0,SW,9,1017.6,22.3,29.0,0.0,NNW,17,1015.1,0.0,False,SPRING,-10.7,55.0,7.0,-8,2.5,18.2
2017-10-11,10.8,25.6,0.0,NNW,50.0,1368.0,16.0,78,5.0,WNW,6,1016.6,24.6,23.0,0.0,NNW,20,1011.2,3.8,True,SPRING,-8.6,55.0,5.0,-14,5.4,14.8
2017-10-12,12.3,20.6,3.8,NW,61.0,103.0,14.6,57,0.0,WNW,28,1011.2,18.8,35.0,0.0,WNW,35,1012.4,0.0,False,SPRING,-4.2,22.0,0.0,-7,-1.2,8.3
2017-10-13,2.8,21.3,0.0,N,37.0,802.0,12.2,61,0.0,NW,7,1018.4,20.3,41.0,0.0,NNW,24,1015.7,0.0,False,SPRING,-8.1,20.0,0.0,-17,2.7,18.5
2017-10-14,10.8,17.9,0.0,NE,31.0,1031.0,13.3,72,8.0,ESE,17,1023.4,16.6,58.0,8.0,ENE,15,1022.4,0.0,False,SPRING,-3.3,14.0,0.0,2,1.0,7.1
2017-10-15,6.7,24.7,0.0,E,31.0,1115.0,12.1,77,8.0,N,9,1026.0,22.4,32.0,0.0,NW,9,1022.8,0.0,False,SPRING,-10.3,45.0,8.0,0,3.2,18.0
2017-10-16,6.1,25.2,0.0,ENE,33.0,649.0,14.1,75,0.0,ESE,11,1028.4,24.2,28.0,0.0,NE,13,1024.9,0.0,False,SPRING,-10.1,47.0,0.0,-2,3.5,19.1
2017-10-17,3.7,27.4,0.0,ENE,35.0,916.0,14.2,73,0.0,ESE,11,1027.9,26.4,18.0,0.0,NE,13,1023.9,0.0,False,SPRING,-12.2,55.0,0.0,-2,4.0,23.7
2017-10-18,5.5,27.5,0.0,NE,35.0,1175.0,15.0,70,5.0,SE,7,1028.2,26.0,30.0,0.0,NE,11,1023.3,0.0,False,SPRING,-11.0,40.0,5.0,-4,4.9,22.0
2017-10-19,9.2,27.3,0.0,NW,50.0,650.0,17.8,66,0.0,W,6,1024.4,24.7,51.0,8.0,NW,30,1020.5,11.2,True,SPRING,-6.9,15.0,-8.0,-24,3.9,18.1
2017-10-20,14.2,21.1,11.2,ESE,33.0,800.0,16.0,93,7.0,SSW,2,1020.3,14.0,81.0,8.0,E,24,1020.4,0.2,True,SPRING,2.0,12.0,-1.0,-22,-0.1,6.9
2017-10-21,1.4,19.9,0.2,ENE,30.0,1231.0,9.2,60,0.0,ESE,11,1022.4,18.8,32.0,0.0,N,11,1017.6,0.0,False,SPRING,-9.6,28.0,0.0,0,4.8,18.5
2017-10-22,9.1,19.1,0.0,SSW,37.0,918.0,12.8,66,2.0,NE,9,1014.7,17.3,41.0,8.0,WSW,13,1012.1,0.4,True,SPRING,-4.5,25.0,-6.0,-4,2.6,10.0
2017-10-23,3.1,22.6,0.4,NNW,26.0,926.0,11.8,67,0.0,S,7,1018.7,21.3,15.0,0.0,NNE,9,1016.0,0.0,False,SPRING,-9.5,52.0,0.0,-2,2.7,19.5
2017-10-24,3.6,24.7,0.0,NW,41.0,699.0,13.9,59,0.0,NNE,2,1019.0,21.3,33.0,8.0,WNW,26,1016.4,0.0,False,SPRING,-7.4,26.0,-8.0,-24,2.6,21.1
2017-10-25,12.5,25.8,0.0,NW,48.0,786.0,19.3,54,4.0,NW,19,1013.7,22.5,36.0,7.0,WNW,24,1011.1,0.2,True,SPRING,-3.2,18.0,-3.0,-5,2.6,13.3
2017-10-26,12.2,23.8,0.2,E,57.0,940.0,15.9,70,8.0,E,20,1007.2,21.4,50.0,2.0,ENE,28,1003.1,15.2,True,SPRING,-5.5,20.0,6.0,-8,4.1,11.6
2017-10-27,10.8,22.7,15.2,S,30.0,132.0,14.6,73,8.0,S,17,1012.3,21.3,54.0,1.0,N,9,1010.8,0.2,True,SPRING,-6.7,19.0,7.0,8,1.5,11.9
2017-10-28,9.7,26.4,0.2,NW,43.0,908.0,16.8,77,1.0,NW,7,1012.1,25.3,41.0,1.0,NNW,22,1008.9,1.2,True,SPRING,-8.5,36.0,0.0,-15,3.2,16.7
2017-10-29,11.2,25.4,1.2,NNW,48.0,798.0,16.8,76,8.0,NW,24,1009.9,24.4,44.0,1.0,NNW,33,1006.5,0.0,False,SPRING,-7.6,32.0,7.0,-9,3.4,14.2
2017-10-30,9.7,21.5,0.0,NW,59.0,743.0,19.9,43,0.0,NNW,24,1003.3,19.6,34.0,2.0,W,37,1005.4,12.8,True,SPRING,0.3,9.0,-2.0,-13,-2.1,11.8
2017-10-31,3.6,17.7,12.8,SSW,33.0,594.0,9.7,55,0.0,SSW,17,1017.4,16.0,35.0,8.0,SSE,11,1013.4,0.0,False,SPRING,-6.3,20.0,-8.0,6,4.0,14.1
2017-11-1,4.8,21.4,0.0,SSE,46.0,1407.0,11.3,50,0.0,S,28,1014.2,19.5,33.0,3.0,S,24,1010.4,0.0,False,SPRING,-8.2,17.0,-3.0,4,3.8,16.6
2017-11-2,5.8,23.1,0.0,NNW,37.0,830.0,13.8,51,0.0,SE,13,1013.6,20.5,41.0,8.0,NNW,17,1010.5,0.0,False,SPRING,-6.7,10.0,-8.0,-4,3.1,17.3
2017-11-3,4.3,19.7,0.0,W,59.0,684.0,14.6,66,3.0,NNW,9,1010.5,17.3,53.0,8.0,NNW,30,1011.2,0.0,False,SPRING,-2.7,13.0,-5.0,-21,-0.7,15.4
2017-11-4,9.5,21.3,0.0,E,48.0,1068.0,14.5,62,0.0,NNE,20,1016.6,19.6,26.0,0.0,NW,24,1014.6,0.0,False,SPRING,-5.1,36.0,0.0,-4,2.0,11.8
2017-11-5,8.3,19.4,0.0,NE,48.0,995.0,12.9,59,8.0,ENE,11,1021.3,17.9,45.0,3.0,NE,26,1018.0,20.8,True,SPRING,-5.0,14.0,5.0,-15,3.3,11.1
2017-11-6,10.4,14.6,20.8,S,48.0,955.0,11.1,99,8.0,S,15,1007.8,12.2,86.0,8.0,W,20,1005.5,18.6,True,SPRING,-1.1,13.0,0.0,-5,2.3,4.2
2017-11-7,2.5,19.3,18.6,SSW,35.0,444.0,11.6,56,0.0,S,28,1015.8,18.9,37.0,7.0,SSW,11,1014.9,0.0,False,SPRING,-7.3,19.0,-7.0,17,0.9,16.8
2017-11-8,7.0,20.7,0.0,SE,31.0,263.0,10.9,49,0.0,S,15,1025.3,18.9,33.0,0.0,E,15,1023.2,0.0,False,SPRING,-8.0,16.0,0.0,0,2.1,13.7
2017-11-9,3.1,25.5,0.0,,,,13.8,64,0.0,SE,6,1026.9,24.2,29.0,1.0,NW,15,1023.2,0.2,True,SPRING,-10.4,35.0,-1.0,-9,3.7,22.4
2017-11-10,4.5,25.6,0.2,ENE,43.0,1072.0,16.2,39,0.0,SW,6,1028.0,25.2,26.0,2.0,NNW,11,1023.7,0.2,True,SPRING,-9.0,13.0,-2.0,-5,4.3,21.1
2017-11-11,11.1,24.1,0.2,SSW,43.0,841.0,15.5,70,1.0,NNW,4,1027.3,20.6,49.0,8.0,SSW,20,1022.8,0.2,True,SPRING,-5.1,21.0,-7.0,-16,4.5,13.0
2017-11-12,13.0,23.5,0.2,ENE,35.0,1160.0,15.5,65,8.0,NE,15,1025.1,22.1,42.0,8.0,NNE,13,1021.1,0.0,False,SPRING,-6.6,23.0,0.0,2,4.0,10.5
2017-11-13,11.6,22.8,0.0,E,33.0,1043.0,14.6,64,8.0,ENE,11,1023.8,20.1,52.0,8.0,W,19,1020.6,0.0,False,SPRING,-5.5,12.0,0.0,-8,3.2,11.2
2017-11-14,7.1,25.7,0.0,ENE,41.0,1097.0,14.3,64,5.0,ENE,11,1022.9,24.8,39.0,2.0,NNE,13,1017.5,0.0,False,SPRING,-10.5,25.0,3.0,-2,5.4,18.6
2017-11-15,8.2,28.2,0.0,NW,33.0,817.0,17.1,62,0.0,SW,4,1019.0,26.8,26.0,0.0,NNW,17,1013.9,0.0,False,SPRING,-9.7,36.0,0.0,-13,5.1,20.0
2017-11-16,11.0,20.1,0.0,W,24.0,598.0,18.9,63,6.0,CALM,0,1014.6,18.5,72.0,8.0,WNW,11,1014.1,2.4,True,SPRING,0.4,-9.0,-2.0,-11,0.5,9.1
2017-11-17,12.9,24.3,2.4,E,46.0,1040.0,18.8,73,8.0,ENE,15,1017.0,20.2,65.0,8.0,NE,11,1015.1,1.8,True,SPRING,-1.4,8.0,0.0,4,1.9,11.4
2017-11-18,14.5,19.0,1.8,E,50.0,1058.0,16.1,78,8.0,E,17,1019.3,18.1,70.0,8.0,E,28,1019.2,0.4,True,SPRING,-2.0,8.0,0.0,-11,0.1,4.5
2017-11-19,12.5,24.4,0.4,ENE,39.0,1017.0,17.7,51,0.0,E,22,1023.2,22.2,44.0,4.0,ENE,24,1022.0,0.0,False,SPRING,-4.5,7.0,-4.0,-2,1.2,11.9
2017-11-20,8.4,25.5,0.0,ENE,35.0,986.0,16.8,60,6.0,SE,13,1025.9,24.2,35.0,0.0,E,13,1022.9,0.0,False,SPRING,-7.4,25.0,6.0,0,3.0,17.1
2017-11-21,7.4,26.1,0.0,NNE,39.0,645.0,15.9,59,0.0,S,9,1024.4,24.8,27.0,0.0,ENE,19,1020.7,0.0,False,SPRING,-8.9,32.0,0.0,-10,3.7,18.7
2017-11-22,9.1,27.2,0.0,ENE,39.0,1085.0,16.1,65,1.0,SW,6,1021.2,25.4,30.0,0.0,NW,13,1016.0,0.0,False,SPRING,-9.3,35.0,1.0,-7,5.2,18.1
2017-11-23,12.2,27.0,0.0,NNW,41.0,693.0,18.1,63,0.0,NNE,7,1017.0,21.1,47.0,6.0,SW,26,1013.7,0.8,True,SPRING,-3.0,16.0,-6.0,-19,3.3,14.8
2017-11-24,8.9,29.8,0.8,SSE,70.0,832.0,17.5,66,5.0,WSW,4,1017.4,22.2,47.0,8.0,SE,24,1014.6,1.4,True,SPRING,-4.7,19.0,-3.0,-20,2.8,20.9
2017-11-25,10.9,31.0,1.4,SSE,54.0,1046.0,20.5,57,0.0,WSW,6,1018.7,28.9,21.0,1.0,ENE,13,1014.3,0.2,True,SPRING,-8.4,36.0,-1.0,-7,4.4,20.1
2017-11-26,11.4,25.9,0.2,WNW,26.0,832.0,19.6,63,0.0,SSE,13,1016.8,20.9,63.0,8.0,SW,15,1015.0,7.6,True,SPRING,-1.3,0.0,-8.0,-2,1.8,14.5
2017-11-27,16.1,26.6,7.6,ESE,57.0,1087.0,19.5,79,8.0,SE,6,1015.0,23.3,53.0,1.0,WNW,9,1014.7,15.6,True,SPRING,-3.8,26.0,7.0,-3,0.3,10.5
2017-11-28,11.5,28.4,15.6,E,37.0,926.0,16.8,86,8.0,SSE,11,1020.7,26.9,37.0,3.0,ESE,17,1017.5,0.2,True,SPRING,-10.1,49.0,5.0,-6,3.2,16.9
2017-11-29,16.4,29.1,0.2,E,37.0,1068.0,20.3,63,8.0,SSW,9,1021.0,27.7,31.0,0.0,SSE,11,1017.3,0.0,False,SPRING,-7.4,32.0,8.0,-2,3.7,12.7
2017-11-30,12.8,30.6,0.0,ENE,37.0,1167.0,19.9,67,0.0,SW,6,1018.3,28.5,31.0,1.0,N,19,1013.8,0.0,False,SPRING,-8.6,36.0,-1.0,-13,4.5,17.8
2017-12-1,15.0,30.6,0.0,NW,56.0,890.0,23.6,61,1.0,NW,20,1014.5,27.5,45.0,7.0,NW,30,1009.2,35.2,True,SUMMER,-3.9,16.0,-6.0,-10,5.3,15.6
2017-12-2,17.7,19.6,35.2,NNW,65.0,658.0,17.8,99,8.0,N,20,1004.6,16.0,88.0,8.0,NNW,28,1003.3,18.4,True,SUMMER,1.8,11.0,0.0,-8,1.3,1.9
2017-12-3,12.2,19.9,18.4,NW,48.0,913.0,13.8,85,8.0,NNW,24,1005.7,19.3,61.0,1.0,NW,31,1006.1,0.2,True,SUMMER,-5.5,24.0,7.0,-7,-0.4,7.7
2017-12-4,10.7,15.7,0.2,S,28.0,742.0,11.4,90,8.0,SSW,15,1011.2,12.4,87.0,8.0,SSE,17,1010.2,6.6,True,SUMMER,-1.0,3.0,0.0,-2,1.0,5.0
2017-12-5,11.4,20.0,6.6,SE,46.0,784.0,15.5,70,8.0,SSE,22,1008.6,17.6,58.0,8.0,SE,28,1005.9,5.2,True,SUMMER,-2.1,12.0,0.0,-6,2.7,8.6
2017-12-6,11.9,20.2,5.2,WNW,50.0,844.0,15.3,67,8.0,SSW,13,1002.7,17.8,63.0,8.0,WNW,28,1000.3,0.2,True,SUMMER,-2.5,4.0,0.0,-15,2.4,8.3
2017-12-7,8.7,26.7,0.2,WNW,54.0,624.0,18.5,56,0.0,NW,7,1005.3,25.4,31.0,4.0,WNW,31,1003.9,6.2,True,SUMMER,-6.9,25.0,-4.0,-24,1.4,18.0
2017-12-8,12.0,22.5,6.2,W,48.0,1428.0,16.0,68,6.0,W,15,1009.6,21.4,32.0,0.0,NW,17,1010.3,0.0,False,SUMMER,-5.4,36.0,6.0,-2,-0.7,10.5
2017-12-9,7.8,25.0,0.0,N,33.0,796.0,15.2,66,2.0,NNW,6,1018.7,23.8,36.0,1.0,N,20,1016.4,0.0,False,SUMMER,-8.6,30.0,1.0,-14,2.3,17.2
2017-12-10,10.9,28.0,0.0,N,35.0,659.0,17.7,69,0.0,S,6,1021.8,26.8,37.0,0.0,N,17,1018.4,0.0,False,SUMMER,-9.1,32.0,0.0,-11,3.4,17.1
2017-12-11,12.0,29.7,0.0,E,43.0,1085.0,20.3,66,0.0,WSW,4,1019.7,28.8,31.0,0.0,NW,20,1015.4,0.0,False,SUMMER,-8.5,35.0,0.0,-16,4.3,17.7
2017-12-12,16.4,30.6,0.0,N,46.0,849.0,20.6,61,0.0,E,7,1018.3,29.4,33.0,0.0,NNW,17,1013.9,0.0,False,SUMMER,-8.8,28.0,0.0,-10,4.4,14.2
2017-12-13,12.5,32.7,0.0,WNW,41.0,867.0,21.2,67,0.0,ENE,6,1014.2,31.9,20.0,0.0,W,22,1010.2,0.0,False,SUMMER,-10.7,47.0,0.0,-16,4.0,20.2
2017-12-14,13.6,32.9,0.0,NNW,56.0,761.0,25.8,46,4.0,NNW,9,1009.1,32.5,30.0,7.0,NW,20,1006.8,3.2,True,SUMMER,-6.7,16.0,-3.0,-11,2.3,19.3
2017-12-15,17.9,30.5,3.2,N,46.0,1201.0,19.2,85,8.0,NE,7,1013.0,28.8,45.0,8.0,NNW,20,1009.8,0.0,False,SUMMER,-9.6,40.0,0.0,-13,3.2,12.6
2017-12-16,14.1,32.6,0.0,NW,46.0,1048.0,24.0,57,0.0,WNW,6,1014.2,31.1,31.0,8.0,W,19,1011.8,1.6,True,SUMMER,-7.1,26.0,-8.0,-13,2.4,18.5
2017-12-17,16.3,31.6,1.6,ENE,50.0,1028.0,20.6,68,1.0,ENE,15,1017.0,30.1,42.0,1.0,NW,11,1013.3,0.2,True,SUMMER,-9.5,26.0,0.0,4,3.7,15.3
2017-12-18,16.4,32.6,0.2,WNW,39.0,760.0,20.5,75,1.0,NNE,7,1013.7,29.6,43.0,1.0,WNW,19,1009.2,0.0,False,SUMMER,-9.1,32.0,0.0,-12,4.5,16.2
2017-12-19,18.0,34.3,0.0,N,43.0,711.0,25.2,47,7.0,S,7,1009.2,33.2,34.0,0.0,NW,22,1004.9,0.2,True,SUMMER,-8.0,13.0,7.0,-15,4.3,16.3
2017-12-20,22.8,27.5,0.2,NW,52.0,527.0,26.3,51,8.0,WNW,17,1006.3,18.6,80.0,8.0,N,15,1010.5,1.6,True,SUMMER,7.7,-29.0,0.0,2,-4.2,4.7
2017-12-21,9.4,26.7,1.6,,,,17.9,69,0.0,W,7,1017.6,24.5,44.0,8.0,N,13,1015.3,0.0,False,SUMMER,-6.6,25.0,-8.0,-6,2.3,17.3
2017-12-22,12.5,29.5,0.0,WNW,31.0,923.0,19.4,69,8.0,WSW,6,1016.4,27.4,32.0,8.0,W,15,1012.1,0.0,False,SUMMER,-8.0,37.0,0.0,-9,4.3,17.0
2017-12-23,11.9,31.8,0.0,WNW,39.0,815.0,20.4,72,0.0,NNE,6,1012.6,30.1,16.0,1.0,NW,20,1009.0,0.0,False,SUMMER,-9.7,56.0,-1.0,-14,3.6,19.9
2017-12-24,13.2,34.8,0.0,ENE,57.0,1092.0,20.6,47,7.0,SSE,9,1008.5,34.0,14.0,3.0,NW,31,1005.8,0.0,False,SUMMER,-13.4,33.0,4.0,-22,2.7,21.6
2017-12-25,13.4,23.0,0.0,ESE,39.0,989.0,15.0,66,8.0,ESE,15,1015.5,21.9,47.0,6.0,ESE,22,1014.7,0.0,False,SUMMER,-6.9,19.0,2.0,-7,0.8,9.6
2017-12-26,10.8,22.4,0.0,E,39.0,965.0,18.3,57,3.0,E,20,1018.7,21.8,48.0,8.0,E,24,1016.6,0.0,False,SUMMER,-3.5,9.0,-5.0,-4,2.1,11.6
2017-12-27,15.8,29.1,0.0,NE,33.0,1155.0,18.9,68,8.0,N,7,1018.1,26.4,37.0,1.0,NNW,13,1013.9,0.0,False,SUMMER,-7.5,31.0,7.0,-6,4.2,13.3
2017-12-28,12.9,32.4,0.0,NW,37.0,595.0,20.1,70,1.0,NW,7,1016.1,32.4,31.0,1.0,NNW,20,1013.1,0.0,False,SUMMER,-12.3,39.0,0.0,-13,3.0,19.5
2017-12-29,18.3,33.4,0.0,NW,46.0,765.0,24.7,56,7.0,SW,9,1013.3,31.3,33.0,8.0,W,26,1008.8,16.4,True,SUMMER,-6.6,23.0,-1.0,-17,4.5,15.1
2017-12-30,18.6,28.3,16.4,WNW,50.0,777.0,22.8,70,6.0,NW,28,1005.0,27.8,33.0,0.0,WNW,30,1004.3,0.0,False,SUMMER,-5.0,37.0,6.0,-2,0.7,9.7
2017-12-31,14.9,27.9,0.0,NNW,37.0,892.0,19.7,65,0.0,NE,19,1010.8,26.2,37.0,1.0,NNW,17,1007.4,0.0,False,SUMMER,-6.5,28.0,-1.0,2,3.4,13.0
2018-01-1,11.6,30.2,0.0,E,43.0,1075.0,19.2,72,0.0,E,9,1007.0,27.7,23.0,0.0,NNE,11,1003.7,0.0,False,SUMMER,-8.5,49.0,0.0,-2,3.3,18.6
2018-01-2,12.4,30.2,0.0,NW,41.0,754.0,19.5,64,0.0,NE,7,1006.1,28.8,27.0,0.0,W,28,1002.4,0.0,False,SUMMER,-9.3,37.0,0.0,-21,3.7,17.8
2018-01-3,13.6,26.9,0.0,E,41.0,922.0,18.4,65,0.0,ENE,13,1009.6,25.4,37.0,4.0,N,11,1008.8,0.0,False,SUMMER,-7.0,28.0,-4.0,2,0.8,13.3
2018-01-4,10.7,29.7,0.0,NNW,30.0,1006.0,16.3,72,8.0,SSE,6,1015.8,27.2,38.0,0.0,NNW,7,1012.3,0.0,False,SUMMER,-10.9,34.0,8.0,-1,3.5,19.0
2018-01-5,11.1,34.0,0.0,WNW,39.0,932.0,21.2,46,0.0,SSE,7,1015.9,33.2,21.0,0.0,W,20,1012.5,0.0,False,SUMMER,-12.0,25.0,0.0,-13,3.4,22.9
2018-01-6,14.1,37.2,0.0,NW,54.0,776.0,22.6,60,0.0,W,6,1016.2,35.8,19.0,0.0,W,30,1012.1,0.0,False,SUMMER,-13.2,41.0,0.0,-24,4.1,23.1
