Date,Minimum temperature (C),Maximum temperature (C),Rainfall (mm),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,Temperature (C) 9am,Relative humidity (%) 9am,Cloud amount (oktas) 9am,Wind direction 9am,Wind speed (km/h) 9am,MSL pressure (hPa) 9am,Temperature (C) 3pm,Relative humidity (%) 3pm,Cloud amount (oktas) 3pm,Wind direction 3pm,Wind speed (km/h) 3pm,MSL pressure (hPa) 3pm,Rainfall Tomorrow (mm),Rain Tomorrow,Season,Temperature delta,Relative humidity delta,Cloud amount delta,Wind speed delta,MSL pressure delta,Temperature range
2017-05-1,1.5,19.9,0.0,NNW,48.0,762.0,8.5,90,2.0,CALM,0,1018.4,18.6,52.0,2.0,NW,24,1015.5,0.0,False,AUTUMN,-10.1,38.0,0.0,-24,2.9,18.4
2017-05-2,5.2,16.0,0.0,NW,37.0,910.0,10.9,80,4.0,CALM,0,1018.7,14.7,65.0,8.0,NW,24,1017.8,0.0,False,AUTUMN,-3.8,15.0,-4.0,-24,0.9,10.8
2017-05-3,0.6,16.7,0.0,SE,31.0,819.0,8.0,62,0.0,SSE,20,1029.3,14.3,43.0,7.0,ENE,13,1027.6,0.0,False,AUTUMN,-6.3,19.0,-7.0,7,1.7,16.1
2017-05-4,-0.1,17.6,0.0,ENE,24.0,1096.0,7.9,73,0.0,SSE,6,1032.8,16.2,46.0,3.0,NNE,11,1029.3,0.0,False,AUTUMN,-8.3,27.0,-3.0,-5,3.5,17.7
2017-05-5,2.3,19.1,0.0,NNW,30.0,874.0,9.4,92,6.0,CALM,0,1032.0,17.6,51.0,2.0,NNW,19,1027.7,0.2,True,AUTUMN,-8.2,41.0,4.0,-19,4.3,16.8
2017-05-6,1.8,17.3,0.2,NNW,43.0,799.0,7.9,98,7.0,SSW,7,1025.5,16.8,70.0,5.0,NW,26,1021.6,0.0,False,AUTUMN,-8.9,28.0,2.0,-19,3.9,15.5
2017-05-7,4.2,15.2,0.0,NW,39.0,185.0,10.4,45,0.0,WNW,17,1025.5,14.2,46.0,0.0,N,20,1024.3,0.0,False,AUTUMN,-3.8,-1.0,0.0,-3,1.2,11.0
2017-05-8,-4.4,15.2,0.0,S,31.0,1071.0,7.6,64,0.0,SSE,6,1029.4,13.7,45.0,4.0,ESE,13,1026.3,0.0,False,AUTUMN,-6.1,19.0,-4.0,-7,3.1,19.6
2017-05-9,-1.0,17.7,0.0,S,17.0,618.0,9.2,68,0.0,ESE,6,1028.5,16.9,33.0,0.0,SE,6,1024.4,0.0,False,AUTUMN,-7.7,35.0,0.0,0,4.1,18.7
2017-05-10,-2.0,18.5,0.0,SW,17.0,813.0,7.1,81,0.0,ESE,6,1026.8,17.2,39.0,0.0,NW,4,1022.8,0.0,False,AUTUMN,-10.1,42.0,0.0,2,4.0,20.5
2017-05-11,-1.7,18.8,0.0,WNW,20.0,916.0,6.8,76,0.0,CALM,0,1026.2,17.3,37.0,0.0,WNW,9,1023.7,0.0,False,AUTUMN,-10.5,39.0,0.0,-9,2.5,20.5
2017-05-12,-0.6,16.2,0.0,NNW,15.0,909.0,5.8,91,8.0,SSE,9,1029.1,15.8,52.0,8.0,W,7,1024.8,0.0,False,AUTUMN,-10.0,39.0,0.0,2,4.3,16.8
2017-05-13,3.4,18.9,0.0,ESE,19.0,1173.0,9.2,85,1.0,CALM,0,1025.5,18.6,38.0,0.0,NNE,9,1022.1,0.0,False,AUTUMN,-9.4,47.0,1.0,-9,3.4,15.5
2017-05-14,7.0,15.9,0.0,NW,30.0,729.0,12.7,81,8.0,SE,11,1023.8,13.3,82.0,8.0,SE,11,1020.7,0.6,True,AUTUMN,-0.6,-1.0,0.0,0,3.1,8.9
2017-05-15,3.3,17.1,0.6,SSW,35.0,708.0,7.4,99,1.0,CALM,0,1019.9,16.5,45.0,0.0,S,22,1016.3,0.0,False,AUTUMN,-9.1,54.0,1.0,-22,3.6,13.8
2017-05-16,0.3,16.8,0.0,S,28.0,6.0,7.9,77,0.0,N,4,1019.6,16.4,48.0,0.0,W,9,1017.3,0.0,False,AUTUMN,-8.5,29.0,0.0,-5,2.3,16.5
2017-05-17,-1.0,16.8,0.0,SW,19.0,818.0,4.7,96,0.0,N,7,1023.9,16.1,49.0,0.0,WSW,9,1021.4,0.0,False,AUTUMN,-11.4,47.0,0.0,-2,2.5,17.8
2017-05-18,4.6,19.1,0.0,ESE,30.0,954.0,11.4,79,1.0,CALM,0,1027.7,18.3,51.0,0.0,ENE,19,1024.7,0.0,False,AUTUMN,-6.9,28.0,1.0,-19,3.0,14.5
2017-05-19,9.8,15.9,0.0,E,37.0,80.0,13.9,78,7.0,E,13,1026.0,14.6,87.0,8.0,E,9,1021.3,31.2,True,AUTUMN,-0.7,-9.0,-1.0,4,4.7,6.1
2017-05-20,8.8,17.8,31.2,SE,33.0,339.0,11.3,93,5.0,N,4,1019.8,16.3,63.0,1.0,NW,17,1017.2,0.2,True,AUTUMN,-5.0,30.0,4.0,-13,2.6,9.0
2017-05-21,0.7,17.2,0.2,NW,26.0,781.0,5.6,99,4.0,CALM,0,1023.2,16.3,48.0,0.0,N,11,1020.9,0.0,False,AUTUMN,-10.7,51.0,4.0,-11,2.3,16.5
2017-05-22,0.2,18.1,0.0,W,17.0,836.0,7.3,87,0.0,SSE,6,1026.1,17.6,44.0,0.0,WSW,11,1022.1,0.0,False,AUTUMN,-10.3,43.0,0.0,-5,4.0,17.9
2017-05-23,1.1,17.6,0.0,NW,39.0,962.0,5.6,99,8.0,CALM,0,1023.4,16.2,63.0,0.0,N,26,1018.1,1.8,True,AUTUMN,-10.6,36.0,8.0,-26,5.3,16.5
2017-05-24,5.5,15.9,1.8,WNW,50.0,774.0,12.6,84,0.0,NNW,19,1015.8,14.3,55.0,0.0,WNW,30,1015.0,0.0,False,AUTUMN,-1.7,29.0,0.0,-11,0.8,10.4
2017-05-25,0.8,12.5,0.0,NW,20.0,819.0,4.4,99,8.0,SE,9,1022.6,11.5,77.0,0.0,WSW,13,1020.0,0.0,False,AUTUMN,-7.1,22.0,8.0,-4,2.6,11.7
2017-05-26,0.4,16.0,0.0,NNW,17.0,904.0,4.5,99,8.0,ENE,4,1023.9,15.7,47.0,0.0,NNW,11,1021.0,0.0,False,AUTUMN,-11.2,52.0,8.0,-7,2.9,15.6
2017-05-27,0.7,16.0,0.0,NW,30.0,833.0,8.4,98,7.0,CALM,0,1022.6,15.2,59.0,0.0,NW,15,1017.9,0.2,True,AUTUMN,-6.8,39.0,7.0,-15,4.7,15.3
2017-05-28,0.0,14.3,0.2,NW,61.0,851.0,10.7,80,7.0,NNW,26,1011.6,12.3,65.0,6.0,NW,33,1009.0,0.0,False,AUTUMN,-1.6,15.0,1.0,-7,2.6,14.3
2017-05-29,3.3,11.7,0.0,WNW,39.0,595.0,7.0,64,0.0,NW,22,1018.0,10.4,50.0,0.0,WNW,24,1019.0,0.0,False,AUTUMN,-3.4,14.0,0.0,-2,-1.0,8.4
2017-05-30,-4.5,12.6,0.0,NW,43.0,946.0,2.0,87,0.0,E,7,1023.1,10.9,63.0,1.0,NW,31,1021.4,0.0,False,AUTUMN,-8.9,24.0,-1.0,-24,1.7,17.1
2017-05-31,-0.7,11.0,0.0,S,50.0,758.0,6.3,59,0.0,S,17,1028.2,10.1,44.0,0.0,S,33,1027.9,0.0,False,AUTUMN,-3.8,15.0,0.0,-16,0.3,11.7
2017-06-1,-4.2,13.0,0.0,SSE,33.0,646.0,5.4,70,0.0,N,6,1034.9,12.4,39.0,0.0,NW,9,1033.0,0.0,False,WINTER,-7.0,31.0,0.0,-3,1.9,17.2
2017-06-2,-5.1,12.9,0.0,SSW,35.0,632.0,2.7,86,0.0,CALM,0,1035.9,12.0,48.0,0.0,SSE,17,1033.1,0.0,False,WINTER,-9.3,38.0,0.0,-17,2.8,18.0
2017-06-3,-4.2,15.4,0.0,W,19.0,849.0,5.4,82,0.0,CALM,0,1033.9,14.5,51.0,1.0,NNW,13,1030.6,0.2,True,WINTER,-9.1,31.0,-1.0,-13,3.3,19.6
2017-06-4,-3.3,13.9,0.2,NNW,20.0,873.0,1.2,99,8.0,N,4,1030.1,13.3,50.0,0.0,NW,13,1025.6,0.0,False,WINTER,-12.1,49.0,8.0,-9,4.5,17.2
2017-06-5,-3.8,12.7,0.0,NNW,24.0,916.0,1.4,96,0.0,CALM,0,1026.8,12.5,55.0,0.0,NNW,15,1022.8,0.2,True,WINTER,-11.1,41.0,0.0,-15,4.0,16.5
2017-06-6,-3.2,12.8,0.2,SSE,56.0,1405.0,5.6,84,8.0,S,7,1021.6,10.1,54.0,8.0,S,22,1020.8,0.0,False,WINTER,-4.5,30.0,0.0,-15,0.8,16.0
2017-06-7,5.6,12.6,0.0,S,56.0,450.0,8.3,68,0.0,S,31,1026.0,12.2,60.0,8.0,S,35,1025.6,0.0,False,WINTER,-3.9,8.0,-8.0,-4,0.4,7.0
2017-06-8,5.7,17.2,0.0,SSE,22.0,2.0,10.2,78,6.0,SSE,9,1028.3,16.4,51.0,0.0,NW,11,1025.4,0.4,True,WINTER,-6.2,27.0,6.0,-2,2.9,11.5
2017-06-9,5.5,13.5,0.4,SE,33.0,792.0,9.9,85,1.0,ESE,6,1029.8,12.0,68.0,8.0,SE,17,1030.2,0.0,False,WINTER,-2.1,17.0,-7.0,-11,-0.4,8.0
2017-06-10,5.1,14.1,0.0,SSE,30.0,639.0,10.2,77,1.0,SSE,13,1035.0,12.9,64.0,7.0,SE,7,1032.9,0.0,False,WINTER,-2.7,13.0,-6.0,6,2.1,9.0
2017-06-11,-0.1,16.0,0.0,E,17.0,1252.0,4.4,99,8.0,SSE,7,1031.8,15.3,63.0,0.0,WSW,7,1026.8,0.2,True,WINTER,-10.9,36.0,8.0,0,5.0,16.1
2017-06-12,-1.7,15.2,0.2,W,15.0,1005.0,4.2,99,8.0,CALM,0,1028.4,14.3,57.0,1.0,W,7,1025.5,0.0,False,WINTER,-10.1,42.0,7.0,-7,2.9,16.9
2017-06-13,-3.0,15.7,0.0,W,17.0,940.0,3.6,88,0.0,NNW,2,1032.6,15.3,53.0,0.0,WSW,6,1030.5,0.2,True,WINTER,-11.7,35.0,0.0,-4,2.1,18.7
2017-06-14,-3.1,15.3,0.2,NNW,20.0,785.0,2.2,99,8.0,SSE,6,1033.9,14.8,57.0,0.0,NNW,15,1029.9,0.2,True,WINTER,-12.6,42.0,8.0,-9,4.0,18.4
2017-06-15,-2.8,9.9,0.2,NNW,11.0,687.0,2.5,99,8.0,WSW,7,1029.9,9.5,71.0,8.0,SW,9,1027.0,0.2,True,WINTER,-7.0,28.0,0.0,-2,2.9,12.7
2017-06-16,-2.0,11.5,0.2,SW,11.0,560.0,3.0,99,8.0,SSW,6,1027.9,11.2,70.0,8.0,W,7,1025.2,0.0,False,WINTER,-8.2,29.0,0.0,-1,2.7,13.5
2017-06-17,2.9,13.0,0.0,NNW,13.0,176.0,9.2,89,8.0,SE,7,1026.2,12.8,71.0,8.0,SSW,6,1023.8,0.0,False,WINTER,-3.6,18.0,0.0,1,2.4,10.1
2017-06-18,0.8,15.0,0.0,SSE,33.0,640.0,7.3,80,0.0,ESE,9,1029.6,14.7,41.0,0.0,SSW,13,1028.3,0.0,False,WINTER,-7.4,39.0,0.0,-4,1.3,14.2
2017-06-19,-3.6,15.7,0.0,NW,15.0,790.0,2.2,96,0.0,CALM,0,1033.7,15.5,44.0,0.0,NW,7,1030.1,0.0,False,WINTER,-13.3,52.0,0.0,-7,3.6,19.3
2017-06-20,-2.9,13.3,0.0,NW,24.0,982.0,3.3,99,7.0,SSE,6,1031.3,12.9,69.0,0.0,WSW,11,1026.6,0.2,True,WINTER,-9.6,30.0,7.0,-5,4.7,16.2
2017-06-21,-2.4,14.7,0.2,WSW,15.0,927.0,0.1,99,2.0,S,6,1029.2,14.5,50.0,0.0,SW,11,1026.5,0.0,False,WINTER,-14.4,49.0,2.0,-5,2.7,17.1
2017-06-22,-0.4,13.9,0.0,NW,37.0,773.0,4.0,99,7.0,NNW,2,1029.9,13.3,56.0,0.0,NNW,22,1025.6,0.4,True,WINTER,-9.3,43.0,7.0,-20,4.3,14.3
2017-06-23,-2.9,13.3,0.4,NNW,35.0,852.0,0.1,99,8.0,N,7,1022.2,12.4,54.0,0.0,NNW,22,1016.6,0.0,False,WINTER,-12.3,45.0,8.0,-15,5.6,16.2
2017-06-24,0.1,14.4,0.0,NW,48.0,873.0,9.1,68,0.0,N,20,1017.5,13.0,45.0,0.0,NW,28,1016.2,0.0,False,WINTER,-3.9,23.0,0.0,-8,1.3,14.3
2017-06-25,-4.3,14.5,0.0,WNW,54.0,818.0,2.3,81,0.0,SE,9,1018.9,12.0,49.0,0.0,WNW,28,1016.5,0.0,False,WINTER,-9.7,32.0,0.0,-19,2.4,18.8
2017-06-26,-3.2,13.8,0.0,NNW,28.0,825.0,4.8,90,1.0,SE,9,1023.2,12.8,50.0,1.0,N,13,1022.5,0.0,False,WINTER,-8.0,40.0,0.0,-4,0.7,17.0
2017-06-27,-4.1,11.3,0.0,NNW,17.0,789.0,2.3,94,0.0,CALM,0,1028.0,10.5,62.0,8.0,NNW,9,1024.5,0.0,False,WINTER,-8.2,32.0,-8.0,-9,3.5,15.4
2017-06-28,2.1,12.4,0.0,N,30.0,959.0,5.8,97,7.0,S,2,1024.1,11.7,59.0,5.0,NNW,20,1021.8,0.2,True,WINTER,-5.9,38.0,2.0,-18,2.3,10.3
2017-06-29,-4.1,10.6,0.2,NW,24.0,1292.0,-0.3,99,8.0,N,7,1023.7,9.8,65.0,1.0,WNW,15,1020.2,0.0,False,WINTER,-10.1,34.0,7.0,-8,3.5,14.7
2017-06-30,-4.3,11.5,0.0,S,28.0,662.0,1.8,89,0.0,CALM,0,1027.0,10.6,35.0,0.0,W,15,1026.0,0.0,False,WINTER,-8.8,54.0,0.0,-15,1.0,15.8
2017-07-1,-8.7,12.1,0.0,S,24.0,10.0,-0.5,81,0.0,N,2,1032.3,11.7,37.0,0.0,N,6,1029.1,0.0,False,WINTER,-12.2,44.0,0.0,-4,3.2,20.8
2017-07-2,-8.2,13.8,0.0,NNW,19.0,887.0,-0.3,87,0.0,WNW,6,1029.1,13.5,26.0,0.0,NNW,11,1024.0,0.0,False,WINTER,-13.8,61.0,0.0,-5,5.1,22.0
2017-07-3,-7.1,10.6,0.0,NW,33.0,1413.0,-1.1,81,8.0,NNW,9,1021.8,8.9,64.0,8.0,SW,7,1015.3,0.0,False,WINTER,-10.0,17.0,0.0,2,6.5,17.7
2017-07-4,-1.1,13.9,0.0,NW,57.0,933.0,9.1,63,0.0,NNW,30,1013.9,10.7,67.0,5.0,NW,33,1012.3,0.0,False,WINTER,-1.6,-4.0,-5.0,-3,1.6,15.0
2017-07-5,6.6,13.3,0.0,NNW,41.0,533.0,8.9,82,2.0,NNW,31,1014.4,9.8,77.0,6.0,WNW,17,1012.4,1.6,True,WINTER,-0.9,5.0,-4.0,14,2.0,6.7
2017-07-6,-2.3,12.7,1.6,NW,35.0,811.0,4.9,91,0.0,SE,7,1019.0,11.8,45.0,0.0,WNW,24,1015.6,0.6,True,WINTER,-6.9,46.0,0.0,-17,3.4,15.0
2017-07-7,-2.6,12.3,0.6,NW,44.0,839.0,2.1,99,8.0,CALM,0,1013.7,11.0,46.0,7.0,WNW,26,1011.0,0.0,False,WINTER,-8.9,53.0,1.0,-26,2.7,14.9
2017-07-8,-5.1,11.8,0.0,NW,35.0,751.0,2.3,99,0.0,SW,6,1016.9,10.4,66.0,7.0,NW,19,1016.1,0.2,True,WINTER,-8.1,33.0,-7.0,-13,0.8,16.9
2017-07-9,2.3,11.6,0.2,WNW,39.0,734.0,6.6,83,8.0,NNW,19,1021.5,9.3,66.0,8.0,WNW,22,1019.8,0.0,False,WINTER,-2.7,17.0,0.0,-3,1.7,9.3
2017-07-10,-3.5,12.2,0.0,NW,31.0,901.0,1.7,96,8.0,SE,6,1027.9,11.1,51.0,0.0,NW,24,1025.8,0.0,False,WINTER,-9.4,45.0,8.0,-18,2.1,15.7
2017-07-11,-6.0,13.3,0.0,W,20.0,910.0,-1.4,99,4.0,N,6,1033.2,12.7,46.0,4.0,W,13,1031.7,0.0,False,WINTER,-14.1,53.0,0.0,-7,1.5,19.3
2017-07-12,-3.6,12.3,0.0,SE,24.0,502.0,2.3,88,0.0,SE,13,1036.6,11.3,47.0,0.0,N,6,1032.3,0.2,True,WINTER,-9.0,41.0,0.0,7,4.3,15.9
2017-07-13,-5.8,12.7,0.2,NW,33.0,967.0,-0.3,99,8.0,NNW,2,1030.0,11.7,51.0,0.0,NW,22,1024.7,0.0,False,WINTER,-12.0,48.0,8.0,-20,5.3,18.5
2017-07-14,-2.2,14.0,0.0,NNW,48.0,883.0,8.2,80,0.0,NNW,7,1019.7,11.4,61.0,8.0,NW,33,1016.2,0.6,True,WINTER,-3.2,19.0,-8.0,-26,3.5,16.2
2017-07-15,-2.5,10.8,0.6,WNW,31.0,895.0,5.1,99,7.0,SSW,2,1020.4,9.9,49.0,8.0,WNW,22,1019.5,0.0,False,WINTER,-4.8,50.0,-1.0,-20,0.9,13.3
2017-07-16,-7.0,10.5,0.0,N,26.0,780.0,-0.4,88,0.0,SW,4,1024.9,10.1,43.0,0.0,N,13,1021.3,0.0,False,WINTER,-10.5,45.0,0.0,-9,3.6,17.5
2017-07-17,-5.5,13.7,0.0,NE,41.0,1306.0,-0.6,93,6.0,CALM,0,1021.3,12.1,55.0,1.0,NW,28,1017.3,4.2,True,WINTER,-12.7,38.0,5.0,-28,4.0,19.2
2017-07-18,-0.6,13.6,4.2,NW,57.0,830.0,8.8,80,0.0,N,17,1014.1,10.3,71.0,2.0,NW,26,1010.7,2.2,True,WINTER,-1.5,9.0,-2.0,-9,3.4,14.2
2017-07-19,4.1,13.0,2.2,WNW,44.0,765.0,7.1,82,2.0,NW,22,1009.1,12.2,52.0,8.0,WNW,31,1009.4,0.0,False,WINTER,-5.1,30.0,-6.0,-9,-0.3,8.9
2017-07-20,-1.2,10.8,0.0,NW,44.0,769.0,6.1,70,0.0,WNW,22,1014.9,9.0,53.0,0.0,WNW,31,1014.0,0.0,False,WINTER,-2.9,17.0,0.0,-9,0.9,12.0
2017-07-21,-4.0,12.1,0.0,S,35.0,647.0,3.5,76,0.0,NNW,6,1023.9,11.5,48.0,0.0,WNW,11,1022.4,0.0,False,WINTER,-8.0,28.0,0.0,-5,1.5,16.1
2017-07-22,-7.5,12.8,0.0,NNW,33.0,865.0,-1.6,99,8.0,NNE,2,1025.0,11.9,42.0,0.0,NNW,26,1020.5,0.0,False,WINTER,-13.5,57.0,8.0,-24,4.5,20.3
2017-07-23,-1.6,16.2,0.0,NW,52.0,672.0,7.8,52,0.0,NNW,22,1019.3,14.7,39.0,0.0,WNW,35,1014.1,0.0,False,WINTER,-6.9,13.0,0.0,-13,5.2,17.8
2017-07-24,3.4,14.5,0.0,WNW,41.0,189.0,9.1,70,0.0,NW,30,1021.0,13.2,47.0,0.0,WNW,28,1019.5,0.0,False,WINTER,-4.1,23.0,0.0,2,1.5,11.1
2017-07-25,2.9,14.7,0.0,WNW,44.0,685.0,8.0,85,4.0,NNW,24,1023.9,14.1,52.0,0.0,NNW,28,1019.9,0.2,True,WINTER,-6.1,33.0,4.0,-4,4.0,11.8
2017-07-26,7.6,13.7,0.2,WNW,50.0,829.0,10.3,65,1.0,WNW,28,1018.1,12.5,48.0,3.0,WNW,26,1018.7,0.0,False,WINTER,-2.2,17.0,-2.0,2,-0.6,6.1
2017-07-27,-3.9,12.3,0.0,N,28.0,854.0,1.0,99,8.0,W,4,1027.4,11.9,50.0,0.0,N,15,1022.5,1.8,True,WINTER,-10.9,49.0,8.0,-11,4.9,16.2
2017-07-28,0.2,14.2,1.8,WNW,44.0,906.0,8.2,69,1.0,WNW,22,1017.5,13.0,45.0,0.0,WNW,28,1018.1,0.0,False,WINTER,-4.8,24.0,1.0,-6,-0.6,14.0
2017-07-29,-5.5,14.4,0.0,N,33.0,892.0,0.8,99,8.0,CALM,0,1023.0,13.8,37.0,0.0,N,22,1017.3,0.0,False,WINTER,-13.0,62.0,8.0,-22,5.7,19.9
2017-07-30,0.8,17.9,0.0,NW,48.0,666.0,12.8,42,7.0,NW,11,1015.9,12.8,64.0,8.0,NW,20,1014.6,5.4,True,WINTER,0.0,-22.0,-1.0,-9,1.3,17.1
2017-07-31,2.0,8.8,5.4,NNW,28.0,77.0,8.5,99,0.0,N,7,1020.1,8.5,94.0,8.0,W,9,1017.1,13.4,True,WINTER,0.0,5.0,-8.0,-2,3.0,6.8
2017-08-1,-0.7,13.1,13.4,WNW,17.0,799.0,0.8,99,8.0,NNE,2,1026.4,12.3,53.0,0.0,SSW,7,1024.4,0.0,False,WINTER,-11.5,46.0,8.0,-5,2.0,13.8
2017-08-2,-2.3,13.8,0.0,E,28.0,979.0,4.4,80,0.0,SE,13,1027.3,13.2,39.0,0.0,SE,11,1022.1,0.0,False,WINTER,-8.8,41.0,0.0,2,5.2,16.1
2017-08-3,-1.7,12.4,0.0,ENE,41.0,688.0,4.6,86,7.0,ESE,11,1020.9,11.2,71.0,8.0,E,26,1012.5,17.8,True,WINTER,-6.6,15.0,-1.0,-15,8.4,14.1
2017-08-4,4.6,9.5,17.8,WNW,50.0,893.0,6.8,94,8.0,NNW,24,1009.7,8.5,69.0,1.0,WNW,31,1009.2,1.4,True,WINTER,-1.7,25.0,7.0,-7,0.5,4.9
2017-08-5,5.0,10.8,1.4,NW,59.0,748.0,6.6,79,8.0,NW,30,1013.1,10.2,57.0,5.0,NW,33,1011.9,0.0,False,WINTER,-3.6,22.0,3.0,-3,1.2,5.8
2017-08-6,4.6,13.8,0.0,NW,67.0,1098.0,8.6,65,0.0,NW,26,1013.2,12.6,48.0,8.0,NNW,37,1008.5,3.0,True,WINTER,-4.0,17.0,-8.0,-11,4.7,9.2
2017-08-7,4.6,10.0,3.0,NW,63.0,826.0,5.7,87,8.0,NNW,35,1008.9,5.5,88.0,8.0,NNW,28,1009.0,2.2,True,WINTER,0.2,-1.0,0.0,7,-0.1,5.4
2017-08-8,1.5,13.1,2.2,WNW,44.0,921.0,6.2,71,0.0,NW,9,1019.1,11.1,48.0,0.0,W,31,1018.5,0.0,False,WINTER,-4.9,23.0,0.0,-22,0.6,11.6
2017-08-9,3.5,16.1,0.0,N,33.0,159.0,8.9,72,0.0,NW,20,1024.1,14.7,53.0,0.0,N,22,1020.8,0.0,False,WINTER,-5.8,19.0,0.0,-2,3.3,12.6
2017-08-10,0.1,16.6,0.0,NNW,54.0,887.0,9.4,84,0.0,W,4,1020.1,15.4,46.0,0.0,NNW,35,1014.2,0.0,False,WINTER,-6.0,38.0,0.0,-31,5.9,16.5
2017-08-11,8.3,15.9,0.0,WNW,57.0,762.0,12.1,48,6.0,NW,20,1015.7,14.3,39.0,0.0,WNW,31,1015.6,0.0,False,WINTER,-2.2,9.0,6.0,-11,0.1,7.6
2017-08-12,5.6,15.1,0.0,NW,56.0,764.0,11.0,53,0.0,WNW,22,1019.6,13.7,54.0,0.0,NW,33,1019.1,0.0,False,WINTER,-2.7,-1.0,0.0,-11,0.5,9.5
2017-08-13,1.6,16.4,0.0,NW,37.0,3.0,6.2,90,6.0,SE,13,1024.7,15.6,43.0,0.0,NW,24,1021.0,0.0,False,WINTER,-9.4,47.0,6.0,-11,3.7,14.8
2017-08-14,-0.4,19.2,0.0,NW,37.0,880.0,6.6,75,0.0,ESE,2,1021.7,18.4,35.0,0.0,W,28,1016.3,0.0,False,WINTER,-11.8,40.0,0.0,-26,5.4,19.6
2017-08-15,0.5,17.6,0.0,NNW,57.0,763.0,6.5,89,8.0,SSW,7,1015.1,16.0,63.0,8.0,NNW,20,1008.7,5.2,True,WINTER,-9.5,26.0,0.0,-13,6.4,17.1
2017-08-16,6.4,13.9,5.2,WNW,59.0,771.0,10.0,88,8.0,WNW,17,1001.4,11.7,49.0,1.0,WNW,33,1004.5,0.0,False,WINTER,-1.7,39.0,7.0,-16,-3.1,7.5
2017-08-17,5.6,14.9,0.0,WNW,76.0,888.0,10.1,64,4.0,NW,33,1009.1,14.2,42.0,3.0,WNW,46,1005.3,3.6,True,WINTER,-4.1,22.0,1.0,-13,3.8,9.3
2017-08-18,3.8,9.7,3.6,W,65.0,676.0,6.6,70,0.0,WNW,37,1008.8,7.9,64.0,0.0,WNW,37,1009.4,0.0,False,WINTER,-1.3,6.0,0.0,0,-0.6,5.9
2017-08-19,-3.1,11.2,0.0,SSE,44.0,547.0,6.3,57,0.0,SSW,9,1020.0,10.4,34.0,1.0,S,28,1020.6,0.2,True,WINTER,-4.1,23.0,-1.0,-19,-0.6,14.3
2017-08-20,-3.0,13.2,0.2,S,24.0,94.0,5.1,63,0.0,SE,9,1025.9,12.8,34.0,0.0,N,11,1021.5,0.0,False,WINTER,-7.7,29.0,0.0,-2,4.4,16.2
2017-08-21,1.6,13.1,0.0,NNW,35.0,837.0,5.5,87,8.0,SSW,7,1019.0,10.2,51.0,7.0,NW,24,1016.2,0.0,False,WINTER,-4.7,36.0,1.0,-17,2.8,11.5
2017-08-22,-2.7,16.5,0.0,NW,26.0,953.0,5.3,78,0.0,CALM,0,1021.0,16.2,32.0,0.0,N,11,1018.6,0.0,False,WINTER,-10.9,46.0,0.0,-11,2.4,19.2
2017-08-23,-3.2,16.3,0.0,NW,35.0,791.0,4.5,81,0.0,CALM,0,1021.5,15.4,37.0,0.0,WNW,20,1017.8,0.0,False,WINTER,-10.9,44.0,0.0,-20,3.7,19.5
2017-08-24,-2.6,14.0,0.0,SSW,30.0,681.0,3.9,81,8.0,ENE,2,1020.1,13.2,43.0,5.0,S,15,1018.5,0.0,False,WINTER,-9.3,38.0,3.0,-13,1.6,16.6
2017-08-25,-5.1,14.8,0.0,NE,24.0,909.0,5.8,73,0.0,CALM,0,1027.4,14.0,28.0,0.0,N,9,1024.4,0.0,False,WINTER,-8.2,45.0,0.0,-9,3.0,19.9
2017-08-26,-3.0,15.7,0.0,NW,35.0,924.0,3.6,95,8.0,NNW,7,1025.9,15.6,36.0,0.0,NNW,22,1020.9,0.0,False,WINTER,-12.0,59.0,8.0,-15,5.0,18.7
2017-08-27,-2.7,10.7,0.0,S,48.0,820.0,5.8,67,4.0,SSW,9,1017.3,4.3,79.0,8.0,SSE,22,1016.8,2.4,True,WINTER,1.5,-12.0,-4.0,-13,0.5,13.4
2017-08-28,-2.4,12.4,2.4,S,39.0,579.0,6.0,58,0.0,S,30,1021.9,12.0,32.0,0.0,SSW,15,1019.9,0.0,False,WINTER,-6.0,26.0,0.0,15,2.0,14.8
2017-08-29,-2.1,13.0,0.0,WNW,37.0,733.0,5.4,66,0.0,S,7,1023.8,12.4,40.0,1.0,NNW,20,1020.5,0.0,False,WINTER,-7.0,26.0,-1.0,-13,3.3,15.1
2017-08-30,-5.3,15.0,0.0,NW,35.0,926.0,3.6,74,0.0,NNW,6,1024.4,14.1,38.0,0.0,WNW,15,1022.2,0.0,False,WINTER,-10.5,36.0,0.0,-9,2.2,20.3
2017-08-31,-1.2,13.8,0.0,S,39.0,583.0,6.1,58,0.0,SE,17,1030.7,12.9,37.0,0.0,SSW,20,1026.6,0.0,False,WINTER,-6.8,21.0,0.0,-3,4.1,15.0
2017-09-1,-4.7,15.0,0.0,NW,28.0,820.0,4.7,71,0.0,SSE,6,1027.7,14.2,36.0,0.0,NW,13,1021.5,0.0,False,SPRING,-9.5,35.0,0.0,-7,6.2,19.7
2017-09-2,-3.9,18.0,0.0,NW,39.0,959.0,5.1,76,0.0,CALM,0,1022.4,17.7,34.0,3.0,NW,19,1018.7,0.0,False,SPRING,-12.6,42.0,-3.0,-19,3.7,21.9
